"","date","probe_name","probe_type","value"
"17865","07/16/2021 12:10:00","B2_T2","Temp",20.1
"17866","07/16/2021 12:10:00","B2_pH2","pH",7.82
"17867","07/16/2021 12:10:00","B1_pH2","pH",7.76
"17868","07/16/2021 12:10:00","B1_T2","Temp",19
"17869","07/16/2021 12:10:00","B1_T1","Temp",20.3
"17870","07/16/2021 12:10:00","B1_pH1","pH",7.77
"17871","07/16/2021 12:10:00","B2T1","Temp",20.1
"17872","07/16/2021 12:10:00","B2pH1","pH",7.99
"17873","07/16/2021 12:20:00","B2_T2","Temp",20.2
"17874","07/16/2021 12:20:00","B2_pH2","pH",7.82
"17875","07/16/2021 12:20:00","B1_pH2","pH",7.71
"17876","07/16/2021 12:20:00","B1_T2","Temp",18.9
"17877","07/16/2021 12:20:00","B1_T1","Temp",20.3
"17878","07/16/2021 12:20:00","B1_pH1","pH",7.66
"17879","07/16/2021 12:20:00","B2T1","Temp",20
"17880","07/16/2021 12:20:00","B2pH1","pH",7.99
"17881","07/16/2021 12:30:00","B2_T2","Temp",20.2
"17882","07/16/2021 12:30:00","B2_pH2","pH",7.82
"17883","07/16/2021 12:30:00","B1_pH2","pH",7.62
"17884","07/16/2021 12:30:00","B1_T2","Temp",18.8
"17885","07/16/2021 12:30:00","B1_T1","Temp",20.3
"17886","07/16/2021 12:30:00","B1_pH1","pH",7.66
"17887","07/16/2021 12:30:00","B2T1","Temp",20
"17888","07/16/2021 12:30:00","B2pH1","pH",7.99
"17889","07/16/2021 12:40:00","B2_T2","Temp",20.2
"17890","07/16/2021 12:40:00","B2_pH2","pH",7.82
"17891","07/16/2021 12:40:00","B1_pH2","pH",7.5
"17892","07/16/2021 12:40:00","B1_T2","Temp",18.8
"17893","07/16/2021 12:40:00","B1_T1","Temp",20.2
"17894","07/16/2021 12:40:00","B1_pH1","pH",7.71
"17895","07/16/2021 12:40:00","B2T1","Temp",20
"17896","07/16/2021 12:40:00","B2pH1","pH",7.99
"17897","07/16/2021 12:50:00","B2_T2","Temp",20.2
"17898","07/16/2021 12:50:00","B2_pH2","pH",7.84
"17899","07/16/2021 12:50:00","B1_pH2","pH",7.3
"17900","07/16/2021 12:50:00","B1_T2","Temp",18.8
"17901","07/16/2021 12:50:00","B1_T1","Temp",20.2
"17902","07/16/2021 12:50:00","B1_pH1","pH",7.76
"17903","07/16/2021 12:50:00","B2T1","Temp",19.9
"17904","07/16/2021 12:50:00","B2pH1","pH",7.99
"17905","07/16/2021 13:00:00","B2_T2","Temp",20.1
"17906","07/16/2021 13:00:00","B2_pH2","pH",7.84
"17907","07/16/2021 13:00:00","B1_pH2","pH",7.67
"17908","07/16/2021 13:00:00","B1_T2","Temp",18.8
"17909","07/16/2021 13:00:00","B1_T1","Temp",20.2
"17910","07/16/2021 13:00:00","B1_pH1","pH",7.68
"17911","07/16/2021 13:00:00","B2T1","Temp",19.9
"17912","07/16/2021 13:00:00","B2pH1","pH",7.99
"17913","07/16/2021 13:10:00","B2_T2","Temp",20.1
"17914","07/16/2021 13:10:00","B2_pH2","pH",7.82
"17915","07/16/2021 13:10:00","B1_pH2","pH",7.72
"17916","07/16/2021 13:10:00","B1_T2","Temp",18.8
"17917","07/16/2021 13:10:00","B1_T1","Temp",20.2
"17918","07/16/2021 13:10:00","B1_pH1","pH",7.75
"17919","07/16/2021 13:10:00","B2T1","Temp",19.9
"17920","07/16/2021 13:10:00","B2pH1","pH",8
"17921","07/16/2021 13:20:00","B2_T2","Temp",20.1
"17922","07/16/2021 13:20:00","B2_pH2","pH",7.82
"17923","07/16/2021 13:20:00","B1_pH2","pH",7.68
"17924","07/16/2021 13:20:00","B1_T2","Temp",18.7
"17925","07/16/2021 13:20:00","B1_T1","Temp",20.2
"17926","07/16/2021 13:20:00","B1_pH1","pH",7.76
"17927","07/16/2021 13:20:00","B2T1","Temp",19.8
"17928","07/16/2021 13:20:00","B2pH1","pH",8.01
"17929","07/16/2021 13:30:00","B2_T2","Temp",20.1
"17930","07/16/2021 13:30:00","B2_pH2","pH",7.82
"17931","07/16/2021 13:30:00","B1_pH2","pH",7.69
"17932","07/16/2021 13:30:00","B1_T2","Temp",18.7
"17933","07/16/2021 13:30:00","B1_T1","Temp",20.1
"17934","07/16/2021 13:30:00","B1_pH1","pH",7.69
"17935","07/16/2021 13:30:00","B2T1","Temp",19.7
"17936","07/16/2021 13:30:00","B2pH1","pH",8.02
"17937","07/16/2021 13:40:00","B2_T2","Temp",20
"17938","07/16/2021 13:40:00","B2_pH2","pH",7.82
"17939","07/16/2021 13:40:00","B1_pH2","pH",7.73
"17940","07/16/2021 13:40:00","B1_T2","Temp",18.5
"17941","07/16/2021 13:40:00","B1_T1","Temp",19.9
"17942","07/16/2021 13:40:00","B1_pH1","pH",7.75
"17943","07/16/2021 13:40:00","B2T1","Temp",19.5
"17944","07/16/2021 13:40:00","B2pH1","pH",8.03
"17945","07/16/2021 13:50:00","B2_T2","Temp",19.8
"17946","07/16/2021 13:50:00","B2_pH2","pH",7.8
"17947","07/16/2021 13:50:00","B1_pH2","pH",7.71
"17948","07/16/2021 13:50:00","B1_T2","Temp",18.3
"17949","07/16/2021 13:50:00","B1_T1","Temp",19.8
"17950","07/16/2021 13:50:00","B1_pH1","pH",7.7
"17951","07/16/2021 13:50:00","B2T1","Temp",19.3
"17952","07/16/2021 13:50:00","B2pH1","pH",8.03
"17953","07/16/2021 14:00:00","B2_T2","Temp",19.8
"17954","07/16/2021 14:00:00","B2_pH2","pH",7.8
"17955","07/16/2021 14:00:00","B1_pH2","pH",7.72
"17956","07/16/2021 14:00:00","B1_T2","Temp",18.3
"17957","07/16/2021 14:00:00","B1_T1","Temp",19.7
"17958","07/16/2021 14:00:00","B1_pH1","pH",7.68
"17959","07/16/2021 14:00:00","B2T1","Temp",19.2
"17960","07/16/2021 14:00:00","B2pH1","pH",8.03
"17961","07/16/2021 14:10:00","B2_T2","Temp",19.7
"17962","07/16/2021 14:10:00","B2_pH2","pH",7.8
"17963","07/16/2021 14:10:00","B1_pH2","pH",7.69
"17964","07/16/2021 14:10:00","B1_T2","Temp",18.2
"17965","07/16/2021 14:10:00","B1_T1","Temp",19.7
"17966","07/16/2021 14:10:00","B1_pH1","pH",7.76
"17967","07/16/2021 14:10:00","B2T1","Temp",19.2
"17968","07/16/2021 14:10:00","B2pH1","pH",8.03
"17969","07/16/2021 14:20:00","B2_T2","Temp",19.5
"17970","07/16/2021 14:20:00","B2_pH2","pH",7.75
"17971","07/16/2021 14:20:00","B1_pH2","pH",7.59
"17972","07/16/2021 14:20:00","B1_T2","Temp",18.2
"17973","07/16/2021 14:20:00","B1_T1","Temp",19.7
"17974","07/16/2021 14:20:00","B1_pH1","pH",7.75
"17975","07/16/2021 14:20:00","B2T1","Temp",19.2
"17976","07/16/2021 14:20:00","B2pH1","pH",8.03
"17977","07/16/2021 14:30:00","B2_T2","Temp",19.4
"17978","07/16/2021 14:30:00","B2_pH2","pH",7.75
"17979","07/16/2021 14:30:00","B1_pH2","pH",7.63
"17980","07/16/2021 14:30:00","B1_T2","Temp",18.3
"17981","07/16/2021 14:30:00","B1_T1","Temp",19.7
"17982","07/16/2021 14:30:00","B1_pH1","pH",7.68
"17983","07/16/2021 14:30:00","B2T1","Temp",19.3
"17984","07/16/2021 14:30:00","B2pH1","pH",8.04
"17985","07/16/2021 14:40:00","B2_T2","Temp",19.5
"17986","07/16/2021 14:40:00","B2_pH2","pH",7.79
"17987","07/16/2021 14:40:00","B1_pH2","pH",7.74
"17988","07/16/2021 14:40:00","B1_T2","Temp",18.3
"17989","07/16/2021 14:40:00","B1_T1","Temp",19.7
"17990","07/16/2021 14:40:00","B1_pH1","pH",7.74
"17991","07/16/2021 14:40:00","B2T1","Temp",19.3
"17992","07/16/2021 14:40:00","B2pH1","pH",8.04
"17993","07/16/2021 14:50:00","B2_T2","Temp",19.6
"17994","07/16/2021 14:50:00","B2_pH2","pH",7.79
"17995","07/16/2021 14:50:00","B1_pH2","pH",7.72
"17996","07/16/2021 14:50:00","B1_T2","Temp",18.3
"17997","07/16/2021 14:50:00","B1_T1","Temp",19.7
"17998","07/16/2021 14:50:00","B1_pH1","pH",7.75
"17999","07/16/2021 14:50:00","B2T1","Temp",19.3
"18000","07/16/2021 14:50:00","B2pH1","pH",8.04
"18001","07/16/2021 15:00:00","B2_T2","Temp",19.6
"18002","07/16/2021 15:00:00","B2_pH2","pH",7.79
"18003","07/16/2021 15:00:00","B1_pH2","pH",7.72
"18004","07/16/2021 15:00:00","B1_T2","Temp",18.3
"18005","07/16/2021 15:00:00","B1_T1","Temp",19.8
"18006","07/16/2021 15:00:00","B1_pH1","pH",7.66
"18007","07/16/2021 15:00:00","B2T1","Temp",19.3
"18008","07/16/2021 15:00:00","B2pH1","pH",8.04
"18009","07/16/2021 15:10:00","B2_T2","Temp",19.6
"18010","07/16/2021 15:10:00","B2_pH2","pH",7.76
"18011","07/16/2021 15:10:00","B1_pH2","pH",7.64
"18012","07/16/2021 15:10:00","B1_T2","Temp",18.4
"18013","07/16/2021 15:10:00","B1_T1","Temp",19.8
"18014","07/16/2021 15:10:00","B1_pH1","pH",7.7
"18015","07/16/2021 15:10:00","B2T1","Temp",19.4
"18016","07/16/2021 15:10:00","B2pH1","pH",8.04
"18017","07/16/2021 15:20:00","B2_T2","Temp",19.6
"18018","07/16/2021 15:20:00","B2_pH2","pH",7.75
"18019","07/16/2021 15:20:00","B1_pH2","pH",7.62
"18020","07/16/2021 15:20:00","B1_T2","Temp",18.3
"18021","07/16/2021 15:20:00","B1_T1","Temp",19.8
"18022","07/16/2021 15:20:00","B1_pH1","pH",7.77
"18023","07/16/2021 15:20:00","B2T1","Temp",19.3
"18024","07/16/2021 15:20:00","B2pH1","pH",8.04
"18025","07/16/2021 15:30:00","B2_T2","Temp",19.6
"18026","07/16/2021 15:30:00","B2_pH2","pH",7.75
"18027","07/16/2021 15:30:00","B1_pH2","pH",7.58
"18028","07/16/2021 15:30:00","B1_T2","Temp",18.2
"18029","07/16/2021 15:30:00","B1_T1","Temp",19.7
"18030","07/16/2021 15:30:00","B1_pH1","pH",7.68
"18031","07/16/2021 15:30:00","B2T1","Temp",19.2
"18032","07/16/2021 15:30:00","B2pH1","pH",8.04
"18033","07/16/2021 15:40:00","B2_T2","Temp",19.5
"18034","07/16/2021 15:40:00","B2_pH2","pH",7.75
"18035","07/16/2021 15:40:00","B1_pH2","pH",7.44
"18036","07/16/2021 15:40:00","B1_T2","Temp",18.2
"18037","07/16/2021 15:40:00","B1_T1","Temp",19.7
"18038","07/16/2021 15:40:00","B1_pH1","pH",7.72
"18039","07/16/2021 15:40:00","B2T1","Temp",19.2
"18040","07/16/2021 15:40:00","B2pH1","pH",8.05
"18041","07/16/2021 15:50:00","B2_T2","Temp",19.4
"18042","07/16/2021 15:50:00","B2_pH2","pH",7.77
"18043","07/16/2021 15:50:00","B1_pH2","pH",7.3
"18044","07/16/2021 15:50:00","B1_T2","Temp",18.1
"18045","07/16/2021 15:50:00","B1_T1","Temp",19.6
"18046","07/16/2021 15:50:00","B1_pH1","pH",7.77
"18047","07/16/2021 15:50:00","B2T1","Temp",19.1
"18048","07/16/2021 15:50:00","B2pH1","pH",8.05
"18049","07/16/2021 16:00:00","B2_T2","Temp",19.3
"18050","07/16/2021 16:00:00","B2_pH2","pH",7.77
"18051","07/16/2021 16:00:00","B1_pH2","pH",7.34
"18052","07/16/2021 16:00:00","B1_T2","Temp",18
"18053","07/16/2021 16:00:00","B1_T1","Temp",19.5
"18054","07/16/2021 16:00:00","B1_pH1","pH",7.69
"18055","07/16/2021 16:00:00","B2T1","Temp",19.1
"18056","07/16/2021 16:00:00","B2pH1","pH",8.05
"18057","07/16/2021 16:10:00","B2_T2","Temp",19.2
"18058","07/16/2021 16:10:00","B2_pH2","pH",7.75
"18059","07/16/2021 16:10:00","B1_pH2","pH",7.49
"18060","07/16/2021 16:10:00","B1_T2","Temp",18
"18061","07/16/2021 16:10:00","B1_T1","Temp",19.5
"18062","07/16/2021 16:10:00","B1_pH1","pH",7.72
"18063","07/16/2021 16:10:00","B2T1","Temp",19
"18064","07/16/2021 16:10:00","B2pH1","pH",8.05
"18065","07/16/2021 16:20:00","B2_T2","Temp",19.1
"18066","07/16/2021 16:20:00","B2_pH2","pH",7.74
"18067","07/16/2021 16:20:00","B1_pH2","pH",7.53
"18068","07/16/2021 16:20:00","B1_T2","Temp",18
"18069","07/16/2021 16:20:00","B1_T1","Temp",19.5
"18070","07/16/2021 16:20:00","B1_pH1","pH",7.75
"18071","07/16/2021 16:20:00","B2T1","Temp",19
"18072","07/16/2021 16:20:00","B2pH1","pH",8.05
"18073","07/16/2021 16:30:00","B2_T2","Temp",19.1
"18074","07/16/2021 16:30:00","B2_pH2","pH",7.73
"18075","07/16/2021 16:30:00","B1_pH2","pH",7.48
"18076","07/16/2021 16:30:00","B1_T2","Temp",18
"18077","07/16/2021 16:30:00","B1_T1","Temp",19.5
"18078","07/16/2021 16:30:00","B1_pH1","pH",7.68
"18079","07/16/2021 16:30:00","B2T1","Temp",19
"18080","07/16/2021 16:30:00","B2pH1","pH",8.05
"18081","07/16/2021 16:40:00","B2_T2","Temp",19
"18082","07/16/2021 16:40:00","B2_pH2","pH",7.73
"18083","07/16/2021 16:40:00","B1_pH2","pH",7.27
"18084","07/16/2021 16:40:00","B1_T2","Temp",18.1
"18085","07/16/2021 16:40:00","B1_T1","Temp",19.5
"18086","07/16/2021 16:40:00","B1_pH1","pH",7.74
"18087","07/16/2021 16:40:00","B2T1","Temp",19.1
"18088","07/16/2021 16:40:00","B2pH1","pH",8.05
"18089","07/16/2021 16:50:00","B2_T2","Temp",18.9
"18090","07/16/2021 16:50:00","B2_pH2","pH",7.73
"18091","07/16/2021 16:50:00","B1_pH2","pH",7.64
"18092","07/16/2021 16:50:00","B1_T2","Temp",18.1
"18093","07/16/2021 16:50:00","B1_T1","Temp",19.6
"18094","07/16/2021 16:50:00","B1_pH1","pH",7.69
"18095","07/16/2021 16:50:00","B2T1","Temp",19.2
"18096","07/16/2021 16:50:00","B2pH1","pH",8.05
"18097","07/16/2021 17:00:00","B2_T2","Temp",18.8
"18098","07/16/2021 17:00:00","B2_pH2","pH",7.73
"18099","07/16/2021 17:00:00","B1_pH2","pH",7.74
"18100","07/16/2021 17:00:00","B1_T2","Temp",18.1
"18101","07/16/2021 17:00:00","B1_T1","Temp",19.6
"18102","07/16/2021 17:00:00","B1_pH1","pH",7.71
"18103","07/16/2021 17:00:00","B2T1","Temp",19.2
"18104","07/16/2021 17:00:00","B2pH1","pH",8.05
"18105","07/16/2021 17:10:00","B2_T2","Temp",18.7
"18106","07/16/2021 17:10:00","B2_pH2","pH",7.72
"18107","07/16/2021 17:10:00","B1_pH2","pH",7.68
"18108","07/16/2021 17:10:00","B1_T2","Temp",18
"18109","07/16/2021 17:10:00","B1_T1","Temp",19.5
"18110","07/16/2021 17:10:00","B1_pH1","pH",7.76
"18111","07/16/2021 17:10:00","B2T1","Temp",19.2
"18112","07/16/2021 17:10:00","B2pH1","pH",8.05
"18113","07/16/2021 17:20:00","B2_T2","Temp",18.7
"18114","07/16/2021 17:20:00","B2_pH2","pH",7.67
"18115","07/16/2021 17:20:00","B1_pH2","pH",7.69
"18116","07/16/2021 17:20:00","B1_T2","Temp",18.1
"18117","07/16/2021 17:20:00","B1_T1","Temp",19.6
"18118","07/16/2021 17:20:00","B1_pH1","pH",7.78
"18119","07/16/2021 17:20:00","B2T1","Temp",19.2
"18120","07/16/2021 17:20:00","B2pH1","pH",8.05
"18121","07/16/2021 17:30:00","B2_T2","Temp",18.8
"18122","07/16/2021 17:30:00","B2_pH2","pH",7.68
"18123","07/16/2021 17:30:00","B1_pH2","pH",7.75
"18124","07/16/2021 17:30:00","B1_T2","Temp",18.2
"18125","07/16/2021 17:30:00","B1_T1","Temp",19.7
"18126","07/16/2021 17:30:00","B1_pH1","pH",7.7
"18127","07/16/2021 17:30:00","B2T1","Temp",19.3
"18128","07/16/2021 17:30:00","B2pH1","pH",8.06
"18129","07/16/2021 17:40:00","B2_T2","Temp",18.7
"18130","07/16/2021 17:40:00","B2_pH2","pH",7.68
"18131","07/16/2021 17:40:00","B1_pH2","pH",7.76
"18132","07/16/2021 17:40:00","B1_T2","Temp",18.1
"18133","07/16/2021 17:40:00","B1_T1","Temp",19.6
"18134","07/16/2021 17:40:00","B1_pH1","pH",7.7
"18135","07/16/2021 17:40:00","B2T1","Temp",19.3
"18136","07/16/2021 17:40:00","B2pH1","pH",8.06
"18137","07/16/2021 17:50:00","B2_T2","Temp",18.8
"18138","07/16/2021 17:50:00","B2_pH2","pH",7.68
"18139","07/16/2021 17:50:00","B1_pH2","pH",7.75
"18140","07/16/2021 17:50:00","B1_T2","Temp",18.3
"18141","07/16/2021 17:50:00","B1_T1","Temp",19.7
"18142","07/16/2021 17:50:00","B1_pH1","pH",7.78
"18143","07/16/2021 17:50:00","B2T1","Temp",19.5
"18144","07/16/2021 17:50:00","B2pH1","pH",8.07
"18145","07/16/2021 18:00:00","B2_T2","Temp",19
"18146","07/16/2021 18:00:00","B2_pH2","pH",7.7
"18147","07/16/2021 18:00:00","B1_pH2","pH",7.37
"18148","07/16/2021 18:00:00","B1_T2","Temp",18.5
"18149","07/16/2021 18:00:00","B1_T1","Temp",20
"18150","07/16/2021 18:00:00","B1_pH1","pH",7.72
"18151","07/16/2021 18:00:00","B2T1","Temp",19.6
"18152","07/16/2021 18:00:00","B2pH1","pH",8.08
"18153","07/16/2021 18:10:00","B2_T2","Temp",19.1
"18154","07/16/2021 18:10:00","B2_pH2","pH",7.68
"18155","07/16/2021 18:10:00","B1_pH2","pH",7.21
"18156","07/16/2021 18:10:00","B1_T2","Temp",18.5
"18157","07/16/2021 18:10:00","B1_T1","Temp",20
"18158","07/16/2021 18:10:00","B1_pH1","pH",7.72
"18159","07/16/2021 18:10:00","B2T1","Temp",19.6
"18160","07/16/2021 18:10:00","B2pH1","pH",8.08
"18161","07/16/2021 18:20:00","B2_T2","Temp",19
"18162","07/16/2021 18:20:00","B2_pH2","pH",7.68
"18163","07/16/2021 18:20:00","B1_pH2","pH",7.76
"18164","07/16/2021 18:20:00","B1_T2","Temp",18.5
"18165","07/16/2021 18:20:00","B1_T1","Temp",20
"18166","07/16/2021 18:20:00","B1_pH1","pH",7.77
"18167","07/16/2021 18:20:00","B2T1","Temp",19.6
"18168","07/16/2021 18:20:00","B2pH1","pH",8.08
"18169","07/16/2021 18:30:00","B2_T2","Temp",19
"18170","07/16/2021 18:30:00","B2_pH2","pH",7.67
"18171","07/16/2021 18:30:00","B1_pH2","pH",7.76
"18172","07/16/2021 18:30:00","B1_T2","Temp",18.3
"18173","07/16/2021 18:30:00","B1_T1","Temp",19.8
"18174","07/16/2021 18:30:00","B1_pH1","pH",7.66
"18175","07/16/2021 18:30:00","B2T1","Temp",19.5
"18176","07/16/2021 18:30:00","B2pH1","pH",8.07
"18177","07/16/2021 18:40:00","B2_T2","Temp",18.8
"18178","07/16/2021 18:40:00","B2_pH2","pH",7.64
"18179","07/16/2021 18:40:00","B1_pH2","pH",7.68
"18180","07/16/2021 18:40:00","B1_T2","Temp",18.2
"18181","07/16/2021 18:40:00","B1_T1","Temp",19.6
"18182","07/16/2021 18:40:00","B1_pH1","pH",7.75
"18183","07/16/2021 18:40:00","B2T1","Temp",19.3
"18184","07/16/2021 18:40:00","B2pH1","pH",8.06
"18185","07/16/2021 18:50:00","B2_T2","Temp",18.7
"18186","07/16/2021 18:50:00","B2_pH2","pH",7.65
"18187","07/16/2021 18:50:00","B1_pH2","pH",7.75
"18188","07/16/2021 18:50:00","B1_T2","Temp",18.1
"18189","07/16/2021 18:50:00","B1_T1","Temp",19.5
"18190","07/16/2021 18:50:00","B1_pH1","pH",7.76
"18191","07/16/2021 18:50:00","B2T1","Temp",19.2
"18192","07/16/2021 18:50:00","B2pH1","pH",8.06
"18193","07/16/2021 19:00:00","B2_T2","Temp",18.6
"18194","07/16/2021 19:00:00","B2_pH2","pH",7.64
"18195","07/16/2021 19:00:00","B1_pH2","pH",7.72
"18196","07/16/2021 19:00:00","B1_T2","Temp",18.1
"18197","07/16/2021 19:00:00","B1_T1","Temp",19.5
"18198","07/16/2021 19:00:00","B1_pH1","pH",7.72
"18199","07/16/2021 19:00:00","B2T1","Temp",19.2
"18200","07/16/2021 19:00:00","B2pH1","pH",8.06
"18201","07/16/2021 19:10:00","B2_T2","Temp",18.5
"18202","07/16/2021 19:10:00","B2_pH2","pH",7.63
"18203","07/16/2021 19:10:00","B1_pH2","pH",7.72
"18204","07/16/2021 19:10:00","B1_T2","Temp",18.1
"18205","07/16/2021 19:10:00","B1_T1","Temp",19.5
"18206","07/16/2021 19:10:00","B1_pH1","pH",7.68
"18207","07/16/2021 19:10:00","B2T1","Temp",19.2
"18208","07/16/2021 19:10:00","B2pH1","pH",8.06
"18209","07/16/2021 19:20:00","B2_T2","Temp",18.5
"18210","07/16/2021 19:20:00","B2_pH2","pH",7.62
"18211","07/16/2021 19:20:00","B1_pH2","pH",7.67
"18212","07/16/2021 19:20:00","B1_T2","Temp",18.1
"18213","07/16/2021 19:20:00","B1_T1","Temp",19.6
"18214","07/16/2021 19:20:00","B1_pH1","pH",7.77
"18215","07/16/2021 19:20:00","B2T1","Temp",19.3
"18216","07/16/2021 19:20:00","B2pH1","pH",8.06
"18217","07/16/2021 19:30:00","B2_T2","Temp",18.5
"18218","07/16/2021 19:30:00","B2_pH2","pH",7.62
"18219","07/16/2021 19:30:00","B1_pH2","pH",7.67
"18220","07/16/2021 19:30:00","B1_T2","Temp",18.2
"18221","07/16/2021 19:30:00","B1_T1","Temp",19.6
"18222","07/16/2021 19:30:00","B1_pH1","pH",7.68
"18223","07/16/2021 19:30:00","B2T1","Temp",19.4
"18224","07/16/2021 19:30:00","B2pH1","pH",8.06
"18225","07/16/2021 19:40:00","B2_T2","Temp",18.5
"18226","07/16/2021 19:40:00","B2_pH2","pH",7.59
"18227","07/16/2021 19:40:00","B1_pH2","pH",7.58
"18228","07/16/2021 19:40:00","B1_T2","Temp",18.3
"18229","07/16/2021 19:40:00","B1_T1","Temp",19.7
"18230","07/16/2021 19:40:00","B1_pH1","pH",7.68
"18231","07/16/2021 19:40:00","B2T1","Temp",19.5
"18232","07/16/2021 19:40:00","B2pH1","pH",8.06
"18233","07/16/2021 19:50:00","B2_T2","Temp",18.5
"18234","07/16/2021 19:50:00","B2_pH2","pH",7.58
"18235","07/16/2021 19:50:00","B1_pH2","pH",7.47
"18236","07/16/2021 19:50:00","B1_T2","Temp",18.2
"18237","07/16/2021 19:50:00","B1_T1","Temp",19.7
"18238","07/16/2021 19:50:00","B1_pH1","pH",7.77
"18239","07/16/2021 19:50:00","B2T1","Temp",19.4
"18240","07/16/2021 19:50:00","B2pH1","pH",8.06
"18241","07/16/2021 20:00:00","B2_T2","Temp",18.5
"18242","07/16/2021 20:00:00","B2_pH2","pH",7.59
"18243","07/16/2021 20:00:00","B1_pH2","pH",7.3
"18244","07/16/2021 20:00:00","B1_T2","Temp",18.2
"18245","07/16/2021 20:00:00","B1_T1","Temp",19.6
"18246","07/16/2021 20:00:00","B1_pH1","pH",7.76
"18247","07/16/2021 20:00:00","B2T1","Temp",19.3
"18248","07/16/2021 20:00:00","B2pH1","pH",8.06
"18249","07/16/2021 20:10:00","B2_T2","Temp",18.5
"18250","07/16/2021 20:10:00","B2_pH2","pH",7.6
"18251","07/16/2021 20:10:00","B1_pH2","pH",7.73
"18252","07/16/2021 20:10:00","B1_T2","Temp",18.2
"18253","07/16/2021 20:10:00","B1_T1","Temp",19.6
"18254","07/16/2021 20:10:00","B1_pH1","pH",7.7
"18255","07/16/2021 20:10:00","B2T1","Temp",19.3
"18256","07/16/2021 20:10:00","B2pH1","pH",8.06
"18257","07/16/2021 20:20:00","B2_T2","Temp",18.5
"18258","07/16/2021 20:20:00","B2_pH2","pH",7.57
"18259","07/16/2021 20:20:00","B1_pH2","pH",7.71
"18260","07/16/2021 20:20:00","B1_T2","Temp",18.2
"18261","07/16/2021 20:20:00","B1_T1","Temp",19.6
"18262","07/16/2021 20:20:00","B1_pH1","pH",7.74
"18263","07/16/2021 20:20:00","B2T1","Temp",19.3
"18264","07/16/2021 20:20:00","B2pH1","pH",8.06
"18265","07/16/2021 20:30:00","B2_T2","Temp",18.4
"18266","07/16/2021 20:30:00","B2_pH2","pH",7.58
"18267","07/16/2021 20:30:00","B1_pH2","pH",7.73
"18268","07/16/2021 20:30:00","B1_T2","Temp",18.2
"18269","07/16/2021 20:30:00","B1_T1","Temp",19.6
"18270","07/16/2021 20:30:00","B1_pH1","pH",7.75
"18271","07/16/2021 20:30:00","B2T1","Temp",19.4
"18272","07/16/2021 20:30:00","B2pH1","pH",8.06
"18273","07/16/2021 20:40:00","B2_T2","Temp",18.5
"18274","07/16/2021 20:40:00","B2_pH2","pH",7.59
"18275","07/16/2021 20:40:00","B1_pH2","pH",7.64
"18276","07/16/2021 20:40:00","B1_T2","Temp",18.3
"18277","07/16/2021 20:40:00","B1_T1","Temp",19.7
"18278","07/16/2021 20:40:00","B1_pH1","pH",7.71
"18279","07/16/2021 20:40:00","B2T1","Temp",19.5
"18280","07/16/2021 20:40:00","B2pH1","pH",8.06
"18281","07/16/2021 20:50:00","B2_T2","Temp",18.5
"18282","07/16/2021 20:50:00","B2_pH2","pH",7.58
"18283","07/16/2021 20:50:00","B1_pH2","pH",7.77
"18284","07/16/2021 20:50:00","B1_T2","Temp",18.3
"18285","07/16/2021 20:50:00","B1_T1","Temp",19.7
"18286","07/16/2021 20:50:00","B1_pH1","pH",7.71
"18287","07/16/2021 20:50:00","B2T1","Temp",19.6
"18288","07/16/2021 20:50:00","B2pH1","pH",8.08
"18289","07/16/2021 21:00:00","B2_T2","Temp",18.5
"18290","07/16/2021 21:00:00","B2_pH2","pH",7.56
"18291","07/16/2021 21:00:00","B1_pH2","pH",7.67
"18292","07/16/2021 21:00:00","B1_T2","Temp",18.3
"18293","07/16/2021 21:00:00","B1_T1","Temp",19.8
"18294","07/16/2021 21:00:00","B1_pH1","pH",7.78
"18295","07/16/2021 21:00:00","B2T1","Temp",19.6
"18296","07/16/2021 21:00:00","B2pH1","pH",8.08
"18297","07/16/2021 21:10:00","B2_T2","Temp",18.5
"18298","07/16/2021 21:10:00","B2_pH2","pH",7.56
"18299","07/16/2021 21:10:00","B1_pH2","pH",7.69
"18300","07/16/2021 21:10:00","B1_T2","Temp",18.4
"18301","07/16/2021 21:10:00","B1_T1","Temp",19.8
"18302","07/16/2021 21:10:00","B1_pH1","pH",7.72
"18303","07/16/2021 21:10:00","B2T1","Temp",19.6
"18304","07/16/2021 21:10:00","B2pH1","pH",8.09
"18305","07/16/2021 21:20:00","B2_T2","Temp",18.5
"18306","07/16/2021 21:20:00","B2_pH2","pH",7.56
"18307","07/16/2021 21:20:00","B1_pH2","pH",7.69
"18308","07/16/2021 21:20:00","B1_T2","Temp",18.4
"18309","07/16/2021 21:20:00","B1_T1","Temp",19.8
"18310","07/16/2021 21:20:00","B1_pH1","pH",7.64
"18311","07/16/2021 21:20:00","B2T1","Temp",19.6
"18312","07/16/2021 21:20:00","B2pH1","pH",8.08
"18313","07/16/2021 21:30:00","B2_T2","Temp",18.5
"18314","07/16/2021 21:30:00","B2_pH2","pH",7.55
"18315","07/16/2021 21:30:00","B1_pH2","pH",7.57
"18316","07/16/2021 21:30:00","B1_T2","Temp",18.4
"18317","07/16/2021 21:30:00","B1_T1","Temp",19.8
"18318","07/16/2021 21:30:00","B1_pH1","pH",7.7
"18319","07/16/2021 21:30:00","B2T1","Temp",19.6
"18320","07/16/2021 21:30:00","B2pH1","pH",8.08
