"","date","probe_name","probe_type","value"
"12347","07/11/2021 17:10:00","B1_pH2","pH",7.68
"12348","07/11/2021 17:10:00","B1_T2","Temp",17.3
"12349","07/11/2021 17:10:00","B1_T1","Temp",18.6
"12350","07/11/2021 17:10:00","B1_pH1","pH",7.75
"12351","07/11/2021 17:10:00","B2T1","Temp",18.3
"12352","07/11/2021 17:10:00","B2pH1","pH",8.02
"12353","07/11/2021 17:20:00","B2_T2","Temp",17.8
"12354","07/11/2021 17:20:00","B2_pH2","pH",7.8
"12355","07/11/2021 17:20:00","B1_pH2","pH",7.67
"12356","07/11/2021 17:20:00","B1_T2","Temp",17.5
"12357","07/11/2021 17:20:00","B1_T1","Temp",18.7
"12358","07/11/2021 17:20:00","B1_pH1","pH",7.68
"12359","07/11/2021 17:20:00","B2T1","Temp",18.5
"12360","07/11/2021 17:20:00","B2pH1","pH",8.02
"12361","07/11/2021 17:30:00","B2_T2","Temp",17.8
"12362","07/11/2021 17:30:00","B2_pH2","pH",7.77
"12363","07/11/2021 17:30:00","B1_pH2","pH",7.49
"12364","07/11/2021 17:30:00","B1_T2","Temp",17.6
"12365","07/11/2021 17:30:00","B1_T1","Temp",18.8
"12366","07/11/2021 17:30:00","B1_pH1","pH",7.7
"12367","07/11/2021 17:30:00","B2T1","Temp",18.6
"12368","07/11/2021 17:30:00","B2pH1","pH",8.04
"12369","07/11/2021 17:40:00","B2_T2","Temp",17.8
"12370","07/11/2021 17:40:00","B2_pH2","pH",7.77
"12371","07/11/2021 17:40:00","B1_pH2","pH",7.74
"12372","07/11/2021 17:40:00","B1_T2","Temp",17.7
"12373","07/11/2021 17:40:00","B1_T1","Temp",19
"12374","07/11/2021 17:40:00","B1_pH1","pH",7.77
"12375","07/11/2021 17:40:00","B2T1","Temp",18.7
"12376","07/11/2021 17:40:00","B2pH1","pH",8.04
"12377","07/11/2021 17:50:00","B2_T2","Temp",17.8
"12378","07/11/2021 17:50:00","B2_pH2","pH",7.74
"12379","07/11/2021 17:50:00","B1_pH2","pH",7.58
"12380","07/11/2021 17:50:00","B1_T2","Temp",17.8
"12381","07/11/2021 17:50:00","B1_T1","Temp",19
"12382","07/11/2021 17:50:00","B1_pH1","pH",7.77
"12383","07/11/2021 17:50:00","B2T1","Temp",18.8
"12384","07/11/2021 17:50:00","B2pH1","pH",8.05
"12385","07/11/2021 18:00:00","B2_T2","Temp",17.9
"12386","07/11/2021 18:00:00","B2_pH2","pH",7.77
"12387","07/11/2021 18:00:00","B1_pH2","pH",7.51
"12388","07/11/2021 18:00:00","B1_T2","Temp",17.8
"12389","07/11/2021 18:00:00","B1_T1","Temp",19.1
"12390","07/11/2021 18:00:00","B1_pH1","pH",7.73
"12391","07/11/2021 18:00:00","B2T1","Temp",18.9
"12392","07/11/2021 18:00:00","B2pH1","pH",8.05
"12393","07/11/2021 18:10:00","B2_T2","Temp",17.9
"12394","07/11/2021 18:10:00","B2_pH2","pH",7.72
"12395","07/11/2021 18:10:00","B1_pH2","pH",7.65
"12396","07/11/2021 18:10:00","B1_T2","Temp",18
"12397","07/11/2021 18:10:00","B1_T1","Temp",19.2
"12398","07/11/2021 18:10:00","B1_pH1","pH",7.68
"12399","07/11/2021 18:10:00","B2T1","Temp",19
"12400","07/11/2021 18:10:00","B2pH1","pH",8.05
"12401","07/11/2021 18:20:00","B2_T2","Temp",18
"12402","07/11/2021 18:20:00","B2_pH2","pH",7.72
"12403","07/11/2021 18:20:00","B1_pH2","pH",7.52
"12404","07/11/2021 18:20:00","B1_T2","Temp",18
"12405","07/11/2021 18:20:00","B1_T1","Temp",19.3
"12406","07/11/2021 18:20:00","B1_pH1","pH",7.74
"12407","07/11/2021 18:20:00","B2T1","Temp",19
"12408","07/11/2021 18:20:00","B2pH1","pH",8.03
"12409","07/11/2021 18:30:00","B2_T2","Temp",18
"12410","07/11/2021 18:30:00","B2_pH2","pH",7.72
"12411","07/11/2021 18:30:00","B1_pH2","pH",7.72
"12412","07/11/2021 18:30:00","B1_T2","Temp",18
"12413","07/11/2021 18:30:00","B1_T1","Temp",19.3
"12414","07/11/2021 18:30:00","B1_pH1","pH",7.77
"12415","07/11/2021 18:30:00","B2T1","Temp",19
"12416","07/11/2021 18:30:00","B2pH1","pH",8.02
"12417","07/11/2021 18:40:00","B2_T2","Temp",18
"12418","07/11/2021 18:40:00","B2_pH2","pH",7.7
"12419","07/11/2021 18:40:00","B1_pH2","pH",7.58
"12420","07/11/2021 18:40:00","B1_T2","Temp",18
"12421","07/11/2021 18:40:00","B1_T1","Temp",19.3
"12422","07/11/2021 18:40:00","B1_pH1","pH",7.68
"12423","07/11/2021 18:40:00","B2T1","Temp",19.1
"12424","07/11/2021 18:40:00","B2pH1","pH",8
"12425","07/11/2021 18:50:00","B2_T2","Temp",18
"12426","07/11/2021 18:50:00","B2_pH2","pH",7.73
"12427","07/11/2021 18:50:00","B1_pH2","pH",7.76
"12428","07/11/2021 18:50:00","B1_T2","Temp",18.1
"12429","07/11/2021 18:50:00","B1_T1","Temp",19.3
"12430","07/11/2021 18:50:00","B1_pH1","pH",7.7
"12431","07/11/2021 18:50:00","B2T1","Temp",19.1
"12432","07/11/2021 18:50:00","B2pH1","pH",7.99
"12433","07/11/2021 19:00:00","B2_T2","Temp",18.1
"12434","07/11/2021 19:00:00","B2_pH2","pH",7.68
"12435","07/11/2021 19:00:00","B1_pH2","pH",7.63
"12436","07/11/2021 19:00:00","B1_T2","Temp",18.1
"12437","07/11/2021 19:00:00","B1_T1","Temp",19.3
"12438","07/11/2021 19:00:00","B1_pH1","pH",7.76
"12439","07/11/2021 19:00:00","B2T1","Temp",19.1
"12440","07/11/2021 19:00:00","B2pH1","pH",7.99
"12441","07/11/2021 19:10:00","B2_T2","Temp",18.1
"12442","07/11/2021 19:10:00","B2_pH2","pH",7.72
"12443","07/11/2021 19:10:00","B1_pH2","pH",7.58
"12444","07/11/2021 19:10:00","B1_T2","Temp",18.1
"12445","07/11/2021 19:10:00","B1_T1","Temp",19.4
"12446","07/11/2021 19:10:00","B1_pH1","pH",7.71
"12447","07/11/2021 19:10:00","B2T1","Temp",19.1
"12448","07/11/2021 19:10:00","B2pH1","pH",7.98
"12449","07/11/2021 19:20:00","B2_T2","Temp",18.1
"12450","07/11/2021 19:20:00","B2_pH2","pH",7.68
"12451","07/11/2021 19:20:00","B1_pH2","pH",7.67
"12452","07/11/2021 19:20:00","B1_T2","Temp",18.1
"12453","07/11/2021 19:20:00","B1_T1","Temp",19.4
"12454","07/11/2021 19:20:00","B1_pH1","pH",7.66
"12455","07/11/2021 19:20:00","B2T1","Temp",19.1
"12456","07/11/2021 19:20:00","B2pH1","pH",7.98
"12457","07/11/2021 19:30:00","B2_T2","Temp",18.1
"12458","07/11/2021 19:30:00","B2_pH2","pH",7.7
"12459","07/11/2021 19:30:00","B1_pH2","pH",7.57
"12460","07/11/2021 19:30:00","B1_T2","Temp",18.1
"12461","07/11/2021 19:30:00","B1_T1","Temp",19.4
"12462","07/11/2021 19:30:00","B1_pH1","pH",7.76
"12463","07/11/2021 19:30:00","B2T1","Temp",19.1
"12464","07/11/2021 19:30:00","B2pH1","pH",7.98
"12465","07/11/2021 19:40:00","B2_T2","Temp",18.1
"12466","07/11/2021 19:40:00","B2_pH2","pH",7.7
"12467","07/11/2021 19:40:00","B1_pH2","pH",7.74
"12468","07/11/2021 19:40:00","B1_T2","Temp",18.1
"12469","07/11/2021 19:40:00","B1_T1","Temp",19.5
"12470","07/11/2021 19:40:00","B1_pH1","pH",7.72
"12471","07/11/2021 19:40:00","B2T1","Temp",19.2
"12472","07/11/2021 19:40:00","B2pH1","pH",7.98
"12473","07/11/2021 19:50:00","B2_T2","Temp",18.1
"12474","07/11/2021 19:50:00","B2_pH2","pH",7.69
"12475","07/11/2021 19:50:00","B1_pH2","pH",7.69
"12476","07/11/2021 19:50:00","B1_T2","Temp",18.2
"12477","07/11/2021 19:50:00","B1_T1","Temp",19.5
"12478","07/11/2021 19:50:00","B1_pH1","pH",7.66
"12479","07/11/2021 19:50:00","B2T1","Temp",19.2
"12480","07/11/2021 19:50:00","B2pH1","pH",7.98
"12481","07/11/2021 20:00:00","B2_T2","Temp",18.1
"12482","07/11/2021 20:00:00","B2_pH2","pH",7.67
"12483","07/11/2021 20:00:00","B1_pH2","pH",7.49
"12484","07/11/2021 20:00:00","B1_T2","Temp",18.2
"12485","07/11/2021 20:00:00","B1_T1","Temp",19.5
"12486","07/11/2021 20:00:00","B1_pH1","pH",7.77
"12487","07/11/2021 20:00:00","B2T1","Temp",19.3
"12488","07/11/2021 20:00:00","B2pH1","pH",7.97
"12489","07/11/2021 20:10:00","B2_T2","Temp",18.1
"12490","07/11/2021 20:10:00","B2_pH2","pH",7.66
"12491","07/11/2021 20:10:00","B1_pH2","pH",7.68
"12492","07/11/2021 20:10:00","B1_T2","Temp",18.2
"12493","07/11/2021 20:10:00","B1_T1","Temp",19.5
"12494","07/11/2021 20:10:00","B1_pH1","pH",7.7
"12495","07/11/2021 20:10:00","B2T1","Temp",19.2
"12496","07/11/2021 20:10:00","B2pH1","pH",7.97
"12497","07/11/2021 20:20:00","B2_T2","Temp",18.1
"12498","07/11/2021 20:20:00","B2_pH2","pH",7.65
"12499","07/11/2021 20:20:00","B1_pH2","pH",7.54
"12500","07/11/2021 20:20:00","B1_T2","Temp",18.2
"12501","07/11/2021 20:20:00","B1_T1","Temp",19.5
"12502","07/11/2021 20:20:00","B1_pH1","pH",7.68
"12503","07/11/2021 20:20:00","B2T1","Temp",19.2
"12504","07/11/2021 20:20:00","B2pH1","pH",7.97
"12505","07/11/2021 20:30:00","B2_T2","Temp",18.1
"12506","07/11/2021 20:30:00","B2_pH2","pH",7.67
"12507","07/11/2021 20:30:00","B1_pH2","pH",7.72
"12508","07/11/2021 20:30:00","B1_T2","Temp",18.2
"12509","07/11/2021 20:30:00","B1_T1","Temp",19.5
"12510","07/11/2021 20:30:00","B1_pH1","pH",7.76
"12511","07/11/2021 20:30:00","B2T1","Temp",19.2
"12512","07/11/2021 20:30:00","B2pH1","pH",7.97
"12513","07/11/2021 20:40:00","B2_T2","Temp",18.1
"12514","07/11/2021 20:40:00","B2_pH2","pH",7.65
"12515","07/11/2021 20:40:00","B1_pH2","pH",7.6
"12516","07/11/2021 20:40:00","B1_T2","Temp",18.2
"12517","07/11/2021 20:40:00","B1_T1","Temp",19.5
"12518","07/11/2021 20:40:00","B1_pH1","pH",7.74
"12519","07/11/2021 20:40:00","B2T1","Temp",19.2
"12520","07/11/2021 20:40:00","B2pH1","pH",7.97
"12521","07/11/2021 20:50:00","B2_T2","Temp",18.1
"12522","07/11/2021 20:50:00","B2_pH2","pH",7.68
"12523","07/11/2021 20:50:00","B1_pH2","pH",7.72
"12524","07/11/2021 20:50:00","B1_T2","Temp",18.1
"12525","07/11/2021 20:50:00","B1_T1","Temp",19.4
"12526","07/11/2021 20:50:00","B1_pH1","pH",7.68
"12527","07/11/2021 20:50:00","B2T1","Temp",19.1
"12528","07/11/2021 20:50:00","B2pH1","pH",7.98
"12529","07/11/2021 21:00:00","B2_T2","Temp",18.1
"12530","07/11/2021 21:00:00","B2_pH2","pH",7.64
"12531","07/11/2021 21:00:00","B1_pH2","pH",7.6
"12532","07/11/2021 21:00:00","B1_T2","Temp",18
"12533","07/11/2021 21:00:00","B1_T1","Temp",19.3
"12534","07/11/2021 21:00:00","B1_pH1","pH",7.71
"12535","07/11/2021 21:00:00","B2T1","Temp",19
"12536","07/11/2021 21:00:00","B2pH1","pH",7.98
"12537","07/11/2021 21:10:00","B2_T2","Temp",18
"12538","07/11/2021 21:10:00","B2_pH2","pH",7.68
"12539","07/11/2021 21:10:00","B1_pH2","pH",7.61
"12540","07/11/2021 21:10:00","B1_T2","Temp",18
"12541","07/11/2021 21:10:00","B1_T1","Temp",19.3
"12542","07/11/2021 21:10:00","B1_pH1","pH",7.76
"12543","07/11/2021 21:10:00","B2T1","Temp",19
"12544","07/11/2021 21:10:00","B2pH1","pH",7.99
"12545","07/11/2021 21:20:00","B2_T2","Temp",18
"12546","07/11/2021 21:20:00","B2_pH2","pH",7.65
"12547","07/11/2021 21:20:00","B1_pH2","pH",7.67
"12548","07/11/2021 21:20:00","B1_T2","Temp",17.9
"12549","07/11/2021 21:20:00","B1_T1","Temp",19.2
"12550","07/11/2021 21:20:00","B1_pH1","pH",7.68
"12551","07/11/2021 21:20:00","B2T1","Temp",19
"12552","07/11/2021 21:20:00","B2pH1","pH",7.99
"12553","07/11/2021 21:30:00","B2_T2","Temp",17.9
"12554","07/11/2021 21:30:00","B2_pH2","pH",7.66
"12555","07/11/2021 21:30:00","B1_pH2","pH",7.57
"12556","07/11/2021 21:30:00","B1_T2","Temp",17.9
"12557","07/11/2021 21:30:00","B1_T1","Temp",19.2
"12558","07/11/2021 21:30:00","B1_pH1","pH",7.7
"12559","07/11/2021 21:30:00","B2T1","Temp",18.9
"12560","07/11/2021 21:30:00","B2pH1","pH",7.99
"12561","07/11/2021 21:40:00","B2_T2","Temp",17.8
"12562","07/11/2021 21:40:00","B2_pH2","pH",7.67
"12563","07/11/2021 21:40:00","B1_pH2","pH",7.74
"12564","07/11/2021 21:40:00","B1_T2","Temp",17.9
"12565","07/11/2021 21:40:00","B1_T1","Temp",19.2
"12566","07/11/2021 21:40:00","B1_pH1","pH",7.74
"12567","07/11/2021 21:40:00","B2T1","Temp",18.9
"12568","07/11/2021 21:40:00","B2pH1","pH",7.99
"12569","07/11/2021 21:50:00","B2_T2","Temp",17.8
"12570","07/11/2021 21:50:00","B2_pH2","pH",7.64
"12571","07/11/2021 21:50:00","B1_pH2","pH",7.6
"12572","07/11/2021 21:50:00","B1_T2","Temp",17.8
"12573","07/11/2021 21:50:00","B1_T1","Temp",19.1
"12574","07/11/2021 21:50:00","B1_pH1","pH",7.65
"12575","07/11/2021 21:50:00","B2T1","Temp",18.8
"12576","07/11/2021 21:50:00","B2pH1","pH",7.98
"12577","07/11/2021 22:00:00","B2_T2","Temp",17.8
"12578","07/11/2021 22:00:00","B2_pH2","pH",7.69
"12579","07/11/2021 22:00:00","B1_pH2","pH",7.64
"12580","07/11/2021 22:00:00","B1_T2","Temp",17.8
"12581","07/11/2021 22:00:00","B1_T1","Temp",19.1
"12582","07/11/2021 22:00:00","B1_pH1","pH",7.77
"12583","07/11/2021 22:00:00","B2T1","Temp",18.8
"12584","07/11/2021 22:00:00","B2pH1","pH",7.98
"12585","07/11/2021 22:10:00","B2_T2","Temp",17.7
"12586","07/11/2021 22:10:00","B2_pH2","pH",7.65
"12587","07/11/2021 22:10:00","B1_pH2","pH",7.66
"12588","07/11/2021 22:10:00","B1_T2","Temp",17.7
"12589","07/11/2021 22:10:00","B1_T1","Temp",19.1
"12590","07/11/2021 22:10:00","B1_pH1","pH",7.71
"12591","07/11/2021 22:10:00","B2T1","Temp",18.7
"12592","07/11/2021 22:10:00","B2pH1","pH",7.99
"12593","07/11/2021 22:20:00","B2_T2","Temp",17.6
"12594","07/11/2021 22:20:00","B2_pH2","pH",7.67
"12595","07/11/2021 22:20:00","B1_pH2","pH",7.59
"12596","07/11/2021 22:20:00","B1_T2","Temp",17.7
"12597","07/11/2021 22:20:00","B1_T1","Temp",19
"12598","07/11/2021 22:20:00","B1_pH1","pH",7.68
"12599","07/11/2021 22:20:00","B2T1","Temp",18.7
"12600","07/11/2021 22:20:00","B2pH1","pH",7.99
"12601","07/11/2021 22:30:00","B2_T2","Temp",17.6
"12602","07/11/2021 22:30:00","B2_pH2","pH",7.69
"12603","07/11/2021 22:30:00","B1_pH2","pH",7.76
"12604","07/11/2021 22:30:00","B1_T2","Temp",17.7
"12605","07/11/2021 22:30:00","B1_T1","Temp",19
"12606","07/11/2021 22:30:00","B1_pH1","pH",7.75
"12607","07/11/2021 22:30:00","B2T1","Temp",18.7
"12608","07/11/2021 22:30:00","B2pH1","pH",7.99
"12609","07/11/2021 22:40:00","B2_T2","Temp",17.6
"12610","07/11/2021 22:40:00","B2_pH2","pH",7.64
"12611","07/11/2021 22:40:00","B1_pH2","pH",7.6
"12612","07/11/2021 22:40:00","B1_T2","Temp",17.6
"12613","07/11/2021 22:40:00","B1_T1","Temp",19
"12614","07/11/2021 22:40:00","B1_pH1","pH",7.74
"12615","07/11/2021 22:40:00","B2T1","Temp",18.6
"12616","07/11/2021 22:40:00","B2pH1","pH",7.99
"12617","07/11/2021 22:50:00","B2_T2","Temp",17.6
"12618","07/11/2021 22:50:00","B2_pH2","pH",7.69
"12619","07/11/2021 22:50:00","B1_pH2","pH",7.57
"12620","07/11/2021 22:50:00","B1_T2","Temp",17.6
"12621","07/11/2021 22:50:00","B1_T1","Temp",18.9
"12622","07/11/2021 22:50:00","B1_pH1","pH",7.68
"12623","07/11/2021 22:50:00","B2T1","Temp",18.6
"12624","07/11/2021 22:50:00","B2pH1","pH",8
"12625","07/11/2021 23:00:00","B2_T2","Temp",17.6
"12626","07/11/2021 23:00:00","B2_pH2","pH",7.66
"12627","07/11/2021 23:00:00","B1_pH2","pH",7.71
"12628","07/11/2021 23:00:00","B1_T2","Temp",17.7
"12629","07/11/2021 23:00:00","B1_T1","Temp",19
"12630","07/11/2021 23:00:00","B1_pH1","pH",7.72
"12631","07/11/2021 23:00:00","B2T1","Temp",18.8
"12632","07/11/2021 23:00:00","B2pH1","pH",8
"12633","07/11/2021 23:10:00","B2_T2","Temp",17.6
"12634","07/11/2021 23:10:00","B2_pH2","pH",7.64
"12635","07/11/2021 23:10:00","B1_pH2","pH",7.55
"12636","07/11/2021 23:10:00","B1_T2","Temp",17.8
"12637","07/11/2021 23:10:00","B1_T1","Temp",19.1
"12638","07/11/2021 23:10:00","B1_pH1","pH",7.78
"12639","07/11/2021 23:10:00","B2T1","Temp",18.8
"12640","07/11/2021 23:10:00","B2pH1","pH",8.02
"12641","07/11/2021 23:20:00","B2_T2","Temp",17.6
"12642","07/11/2021 23:20:00","B2_pH2","pH",7.68
"12643","07/11/2021 23:20:00","B1_pH2","pH",7.76
"12644","07/11/2021 23:20:00","B1_T2","Temp",17.8
"12645","07/11/2021 23:20:00","B1_T1","Temp",19.1
"12646","07/11/2021 23:20:00","B1_pH1","pH",7.71
"12647","07/11/2021 23:20:00","B2T1","Temp",18.9
"12648","07/11/2021 23:20:00","B2pH1","pH",8.03
"12649","07/11/2021 23:30:00","B2_T2","Temp",17.7
"12650","07/11/2021 23:30:00","B2_pH2","pH",7.65
"12651","07/11/2021 23:30:00","B1_pH2","pH",7.65
"12652","07/11/2021 23:30:00","B1_T2","Temp",17.8
"12653","07/11/2021 23:30:00","B1_T1","Temp",19.2
"12654","07/11/2021 23:30:00","B1_pH1","pH",7.69
"12655","07/11/2021 23:30:00","B2T1","Temp",18.9
"12656","07/11/2021 23:30:00","B2pH1","pH",8.04
"12657","07/11/2021 23:40:00","B2_T2","Temp",17.7
"12658","07/11/2021 23:40:00","B2_pH2","pH",7.66
"12659","07/11/2021 23:40:00","B1_pH2","pH",7.58
"12660","07/11/2021 23:40:00","B1_T2","Temp",17.8
"12661","07/11/2021 23:40:00","B1_T1","Temp",19.1
"12662","07/11/2021 23:40:00","B1_pH1","pH",7.75
"12663","07/11/2021 23:40:00","B2T1","Temp",18.8
"12664","07/11/2021 23:40:00","B2pH1","pH",8.04
"12665","07/11/2021 23:50:00","B2_T2","Temp",17.7
"12666","07/11/2021 23:50:00","B2_pH2","pH",7.69
"12667","07/11/2021 23:50:00","B1_pH2","pH",7.76
"12668","07/11/2021 23:50:00","B1_T2","Temp",17.6
"12669","07/11/2021 23:50:00","B1_T1","Temp",18.9
"12670","07/11/2021 23:50:00","B1_pH1","pH",7.75
"12671","07/11/2021 23:50:00","B2T1","Temp",18.6
"12672","07/11/2021 23:50:00","B2pH1","pH",8.02
"12673","07/12/2021 00:00:00","B2_T2","Temp",17.6
"12674","07/12/2021 00:00:00","B2_pH2","pH",7.67
"12675","07/12/2021 00:00:00","B1_pH2","pH",7.68
"12676","07/12/2021 00:00:00","B1_T2","Temp",17.6
"12677","07/12/2021 00:00:00","B1_T1","Temp",18.8
"12678","07/12/2021 00:00:00","B1_pH1","pH",7.68
"12679","07/12/2021 00:00:00","B2T1","Temp",18.6
"12680","07/12/2021 00:00:00","B2pH1","pH",8.02
"12681","07/12/2021 00:10:00","B2_T2","Temp",17.6
"12682","07/12/2021 00:10:00","B2_pH2","pH",7.65
"12683","07/12/2021 00:10:00","B1_pH2","pH",7.53
"12684","07/12/2021 00:10:00","B1_T2","Temp",17.5
"12685","07/12/2021 00:10:00","B1_T1","Temp",18.8
"12686","07/12/2021 00:10:00","B1_pH1","pH",7.71
"12687","07/12/2021 00:10:00","B2T1","Temp",18.5
"12688","07/12/2021 00:10:00","B2pH1","pH",8.02
"12689","07/12/2021 00:20:00","B2_T2","Temp",17.6
"12690","07/12/2021 00:20:00","B2_pH2","pH",7.66
"12691","07/12/2021 00:20:00","B1_pH2","pH",7.73
"12692","07/12/2021 00:20:00","B1_T2","Temp",17.5
"12693","07/12/2021 00:20:00","B1_T1","Temp",18.7
"12694","07/12/2021 00:20:00","B1_pH1","pH",7.77
"12695","07/12/2021 00:20:00","B2T1","Temp",18.5
"12696","07/12/2021 00:20:00","B2pH1","pH",8.02
"12697","07/12/2021 00:30:00","B2_T2","Temp",17.5
"12698","07/12/2021 00:30:00","B2_pH2","pH",7.65
"12699","07/12/2021 00:30:00","B1_pH2","pH",7.59
"12700","07/12/2021 00:30:00","B1_T2","Temp",17.5
"12701","07/12/2021 00:30:00","B1_T1","Temp",18.7
"12702","07/12/2021 00:30:00","B1_pH1","pH",7.72
"12703","07/12/2021 00:30:00","B2T1","Temp",18.5
"12704","07/12/2021 00:30:00","B2pH1","pH",8.02
"12705","07/12/2021 00:40:00","B2_T2","Temp",17.5
"12706","07/12/2021 00:40:00","B2_pH2","pH",7.68
"12707","07/12/2021 00:40:00","B1_pH2","pH",7.62
"12708","07/12/2021 00:40:00","B1_T2","Temp",17.5
"12709","07/12/2021 00:40:00","B1_T1","Temp",18.7
"12710","07/12/2021 00:40:00","B1_pH1","pH",7.68
"12711","07/12/2021 00:40:00","B2T1","Temp",18.5
"12712","07/12/2021 00:40:00","B2pH1","pH",8.02
"12713","07/12/2021 00:50:00","B2_T2","Temp",17.5
"12714","07/12/2021 00:50:00","B2_pH2","pH",7.6
"12715","07/12/2021 00:50:00","B1_pH2","pH",7.56
"12716","07/12/2021 00:50:00","B1_T2","Temp",17.5
"12717","07/12/2021 00:50:00","B1_T1","Temp",18.7
"12718","07/12/2021 00:50:00","B1_pH1","pH",7.74
"12719","07/12/2021 00:50:00","B2T1","Temp",18.5
"12720","07/12/2021 00:50:00","B2pH1","pH",8.02
"12721","07/12/2021 01:00:00","B2_T2","Temp",17.5
"12722","07/12/2021 01:00:00","B2_pH2","pH",7.67
"12723","07/12/2021 01:00:00","B1_pH2","pH",7.69
"12724","07/12/2021 01:00:00","B1_T2","Temp",17.5
"12725","07/12/2021 01:00:00","B1_T1","Temp",18.7
"12726","07/12/2021 01:00:00","B1_pH1","pH",7.77
"12727","07/12/2021 01:00:00","B2T1","Temp",18.5
"12728","07/12/2021 01:00:00","B2pH1","pH",8.02
"12729","07/12/2021 01:10:00","B2_T2","Temp",17.5
"12730","07/12/2021 01:10:00","B2_pH2","pH",7.64
"12731","07/12/2021 01:10:00","B1_pH2","pH",7.67
"12732","07/12/2021 01:10:00","B1_T2","Temp",17.5
"12733","07/12/2021 01:10:00","B1_T1","Temp",18.7
"12734","07/12/2021 01:10:00","B1_pH1","pH",7.69
"12735","07/12/2021 01:10:00","B2T1","Temp",18.5
"12736","07/12/2021 01:10:00","B2pH1","pH",8.01
"12737","07/12/2021 01:20:00","B2_T2","Temp",17.5
"12738","07/12/2021 01:20:00","B2_pH2","pH",7.65
"12739","07/12/2021 01:20:00","B1_pH2","pH",7.55
"12740","07/12/2021 01:20:00","B1_T2","Temp",17.4
"12741","07/12/2021 01:20:00","B1_T1","Temp",18.7
"12742","07/12/2021 01:20:00","B1_pH1","pH",7.71
"12743","07/12/2021 01:20:00","B2T1","Temp",18.5
"12744","07/12/2021 01:20:00","B2pH1","pH",8.01
"12745","07/12/2021 01:30:00","B2_T2","Temp",17.4
"12746","07/12/2021 01:30:00","B2_pH2","pH",7.67
"12747","07/12/2021 01:30:00","B1_pH2","pH",7.73
"12748","07/12/2021 01:30:00","B1_T2","Temp",17.5
"12749","07/12/2021 01:30:00","B1_T1","Temp",18.7
"12750","07/12/2021 01:30:00","B1_pH1","pH",7.77
"12751","07/12/2021 01:30:00","B2T1","Temp",18.5
"12752","07/12/2021 01:30:00","B2pH1","pH",8.01
"12753","07/12/2021 01:40:00","B2_T2","Temp",17.4
"12754","07/12/2021 01:40:00","B2_pH2","pH",7.64
"12755","07/12/2021 01:40:00","B1_pH2","pH",7.54
"12756","07/12/2021 01:40:00","B1_T2","Temp",17.5
"12757","07/12/2021 01:40:00","B1_T1","Temp",18.7
"12758","07/12/2021 01:40:00","B1_pH1","pH",7.75
"12759","07/12/2021 01:40:00","B2T1","Temp",18.5
"12760","07/12/2021 01:40:00","B2pH1","pH",8.01
"12761","07/12/2021 01:50:00","B2_T2","Temp",17.4
"12762","07/12/2021 01:50:00","B2_pH2","pH",7.67
"12763","07/12/2021 01:50:00","B1_pH2","pH",7.74
"12764","07/12/2021 01:50:00","B1_T2","Temp",17.5
"12765","07/12/2021 01:50:00","B1_T1","Temp",18.7
"12766","07/12/2021 01:50:00","B1_pH1","pH",7.68
"12767","07/12/2021 01:50:00","B2T1","Temp",18.5
"12768","07/12/2021 01:50:00","B2pH1","pH",8.01
"12769","07/12/2021 02:00:00","B2_T2","Temp",17.4
"12770","07/12/2021 02:00:00","B2_pH2","pH",7.65
"12771","07/12/2021 02:00:00","B1_pH2","pH",7.63
"12772","07/12/2021 02:00:00","B1_T2","Temp",17.5
"12773","07/12/2021 02:00:00","B1_T1","Temp",18.7
"12774","07/12/2021 02:00:00","B1_pH1","pH",7.7
"12775","07/12/2021 02:00:00","B2T1","Temp",18.5
"12776","07/12/2021 02:00:00","B2pH1","pH",8.01
"12777","07/12/2021 02:10:00","B2_T2","Temp",17.4
"12778","07/12/2021 02:10:00","B2_pH2","pH",7.67
"12779","07/12/2021 02:10:00","B1_pH2","pH",7.57
"12780","07/12/2021 02:10:00","B1_T2","Temp",17.5
"12781","07/12/2021 02:10:00","B1_T1","Temp",18.7
"12782","07/12/2021 02:10:00","B1_pH1","pH",7.77
"12783","07/12/2021 02:10:00","B2T1","Temp",18.5
"12784","07/12/2021 02:10:00","B2pH1","pH",8
"12785","07/12/2021 02:20:00","B2_T2","Temp",17.4
"12786","07/12/2021 02:20:00","B2_pH2","pH",7.64
"12787","07/12/2021 02:20:00","B1_pH2","pH",7.67
"12788","07/12/2021 02:20:00","B1_T2","Temp",17.3
"12789","07/12/2021 02:20:00","B1_T1","Temp",18.6
"12790","07/12/2021 02:20:00","B1_pH1","pH",7.74
"12791","07/12/2021 02:20:00","B2T1","Temp",18.2
"12792","07/12/2021 02:20:00","B2pH1","pH",8
"12793","07/12/2021 02:30:00","B2_T2","Temp",17.3
"12794","07/12/2021 02:30:00","B2_pH2","pH",7.64
"12795","07/12/2021 02:30:00","B1_pH2","pH",7.46
"12796","07/12/2021 02:30:00","B1_T2","Temp",17.1
"12797","07/12/2021 02:30:00","B1_T1","Temp",18.4
"12798","07/12/2021 02:30:00","B1_pH1","pH",7.66
"12799","07/12/2021 02:30:00","B2T1","Temp",18.1
"12800","07/12/2021 02:30:00","B2pH1","pH",8
"12801","07/12/2021 02:40:00","B2_T2","Temp",17.2
"12802","07/12/2021 02:40:00","B2_pH2","pH",7.62
